lon,lat,rainfall
2.0,47.6,56.5
5.9,47.7,48.0
4.8,49.6,28.1
5.6,46.0,44.2
4.4,48.1,64.1
6.5,49.3,43.0
6.1,46.2,66.0
4.5,45.7,32.4
3.2,45.6,76.3
2.6,49.7,52.7
6.2,45.3,64.9
5.4,45.5,33.5
3.3,46.0,52.0
5.6,47.3,69.4
3.5,48.9,62.1
3.3,45.5,38.9
5.7,49.3,51.5
5.7,45.9,50.8
6.1,49.7,66.6
6.2,46.4,43.1
4.7,46.5,26.6
3.3,45.5,65.5
5.0,45.3,55.2
3.5,47.5,84.8
6.0,49.3,61.1
2.6,45.4,70.6
3.6,45.3,44.4
2.2,47.2,47.9
4.2,47.1,60.3
2.7,49.3,60.8
6.9,45.9,65.4
3.8,49.0,66.0
5.9,46.5,64.1
6.1,45.2,32.2
2.5,46.8,38.9
5.3,47.0,51.0
3.7,48.1,71.3
3.5,46.2,62.7
5.8,45.1,37.2
3.3,45.7,72.9
3.5,46.2,64.0
5.8,49.7,53.1
3.7,46.4,16.1
4.0,49.5,19.5
5.7,47.9,35.9
2.7,46.5,41.1
5.5,48.4,61.4
3.6,45.4,64.2
6.2,49.1,67.6
5.1,47.9,39.5
2.0,47.4,71.2
2.7,47.5,24.1
5.8,49.4,20.8
3.1,45.6,24.1
2.1,46.0,55.4
5.7,48.6,42.7
5.4,46.9,55.0
3.1,46.6,42.3
5.1,47.7,40.6
5.1,46.9,60.4
6.7,48.4,44.4
2.5,46.2,67.9
2.9,45.5,51.0
3.5,46.0,31.0
5.8,47.2,33.3
4.4,47.6,59.2
3.8,48.1,54.2
3.9,49.6,57.5
4.5,46.8,39.4
3.6,49.2,32.8
5.4,45.5,45.4
2.1,49.3,56.4
5.0,45.6,60.5
3.8,48.4,81.5
4.4,46.5,50.1
5.8,49.9,47.5
2.2,49.0,44.2
3.1,48.7,33.0
4.6,47.6,69.8
5.1,47.1,66.0
2.9,47.1,61.3
3.0,45.6,16.8
5.1,49.1,38.6
5.6,45.6,61.9
4.2,46.3,58.5
4.2,49.5,54.3
4.0,46.0,39.0
3.3,46.1,63.8
6.9,45.3,66.4
5.1,49.2,50.6
3.8,47.0,38.8
3.3,47.1,49.2
3.3,45.4,62.9
3.6,49.5,57.8
4.8,46.7,69.2
4.9,48.2,23.4
5.3,46.9,54.2
2.1,48.3,61.8
4.9,46.0,39.6
4.9,45.3,47.6
6.6,48.9,86.7
3.2,48.3,79.1
2.2,47.0,38.8
6.7,45.2,66.9
4.8,49.1,46.6
2.5,49.4,55.6
3.6,46.4,33.6
4.0,47.0,88.4
5.8,49.5,70.2
3.3,48.8,48.0
6.7,48.8,59.5
4.9,46.7,64.1
2.5,49.1,46.8
4.5,46.3,60.6
4.9,46.5,63.2
6.8,48.0,64.7
6.6,46.0,74.4
6.7,45.4,64.3
5.2,47.0,49.6
5.2,47.7,56.3
5.4,45.9,53.5
2.2,49.5,47.5
3.3,45.5,67.4
3.3,48.2,40.0
5.9,49.2,90.9
2.9,47.7,42.7
5.7,49.0,44.9
4.1,49.0,64.2
3.4,46.7,54.3
6.5,49.2,45.0
3.5,48.1,77.1
5.9,49.7,63.7
5.8,46.5,46.1
3.9,45.1,42.0
3.6,48.8,52.4
2.0,45.6,48.9
4.3,48.7,46.5
2.9,45.9,50.6
2.1,48.2,44.6
5.1,46.8,55.4
2.6,49.3,60.5
3.5,46.1,39.9
5.6,45.7,48.8
5.7,46.5,52.6
6.8,48.9,64.9
6.5,47.4,14.9
4.6,45.4,46.1
6.7,45.9,45.1
3.7,45.4,39.0
4.8,47.6,48.4
4.7,47.5,51.2
2.1,46.4,39.2
2.2,45.2,48.8
3.2,48.6,57.8
6.7,45.4,84.1
6.5,47.8,19.4
5.2,48.2,47.2
2.3,49.7,32.2
6.8,49.9,40.4
2.3,48.0,27.9
4.5,46.2,57.4
5.1,50.0,43.3
5.5,47.8,41.5
6.6,45.8,53.4
3.7,49.3,26.0
3.9,47.4,60.8
4.7,49.0,53.9
3.2,46.1,35.8
4.7,49.5,54.9
3.7,47.5,69.9
6.6,47.6,39.3
3.5,48.0,60.7
5.2,48.2,27.4
3.9,45.3,51.7
6.9,45.9,46.0
6.5,49.0,39.5
3.6,45.5,43.5
2.0,46.1,51.3
3.5,47.6,72.0
4.5,48.9,55.4
3.7,45.9,31.4
5.3,48.2,42.8
3.7,46.7,78.7
3.6,46.7,61.3
6.5,45.5,64.7
3.5,48.1,60.7
5.0,48.6,39.0
4.6,45.9,72.4
3.3,46.5,60.2
2.7,49.0,55.9
3.8,49.9,41.6
3.6,45.3,50.1
3.8,47.5,43.9
6.1,47.4,43.5
4.7,47.9,47.3
6.9,47.0,12.7
3.5,45.8,43.8
3.2,47.0,43.7
2.2,47.0,39.6
6.3,48.1,54.2
4.4,48.8,39.4
3.5,49.7,40.3
2.1,49.6,38.1
5.1,45.1,69.8
3.5,45.4,70.6
5.3,47.9,58.4
2.6,46.9,76.8
4.6,46.6,49.3
2.7,47.2,76.4
5.3,49.2,75.8
5.7,46.4,49.8
6.0,49.0,41.4
6.0,46.5,37.0
6.4,45.7,63.5
6.3,46.6,7.3
6.1,49.0,75.2
3.2,46.5,63.6
6.4,46.8,47.1
4.4,46.2,76.8
2.7,47.0,71.3
6.0,47.6,24.7
6.1,48.3,40.0
4.2,48.0,68.2
5.6,46.3,63.9
2.5,47.6,58.3
2.6,45.3,44.8
4.0,47.2,31.0
3.2,45.8,24.3
6.3,45.8,49.1
6.3,49.2,50.2
2.7,49.5,46.7
3.6,49.4,15.4
4.3,48.7,60.5
2.6,48.5,78.1
2.6,46.9,73.9
4.4,48.1,73.0
5.0,49.9,50.0
2.8,48.3,54.9
2.8,49.8,61.7
5.5,46.2,19.0
6.6,48.8,69.2
2.0,47.7,47.6
5.8,49.0,45.6
2.1,46.8,25.2
6.7,45.5,48.7
3.7,47.9,66.8
5.8,48.4,44.3
4.6,45.4,33.1
3.8,49.0,52.0
3.9,46.7,43.4
5.4,46.5,29.9
6.4,49.4,91.6
6.0,45.8,50.8
3.7,45.5,66.4
5.8,47.6,26.1
2.8,45.9,47.7
2.0,47.9,57.4
5.4,48.2,62.8
2.4,48.5,41.1
4.0,48.8,51.3
6.1,47.7,35.7
3.9,48.6,70.6
2.3,47.6,29.0
2.1,48.5,42.0
6.5,46.6,48.0
6.1,45.0,73.3
5.3,45.2,30.7
2.0,49.2,31.3
5.8,48.8,54.0
4.2,47.2,44.4
2.4,49.9,82.6
5.8,48.1,45.1
5.5,49.5,31.5
3.1,48.4,68.2
3.6,45.7,66.7
6.8,47.7,18.6
2.6,45.2,39.2
6.1,49.5,47.1
5.3,48.3,41.6
3.1,49.5,46.8
4.8,45.6,68.9
4.9,46.7,30.6
2.2,49.3,46.9
5.4,49.7,38.1
2.3,45.5,61.3
4.8,45.0,45.6
2.2,46.1,48.3
5.9,48.6,59.3
6.8,46.7,35.4
2.3,47.2,68.2
6.4,49.4,66.7
5.9,46.9,45.2
4.1,45.5,21.4
2.9,49.5,47.1
5.7,46.9,17.8
5.7,50.0,54.0
5.3,45.6,50.7
3.6,47.5,37.5
4.3,47.9,41.3
2.1,48.6,32.2
3.7,48.3,66.9
4.4,45.5,58.2
3.3,46.5,57.9
4.8,47.4,71.2
3.3,45.9,69.6
5.2,48.9,21.9
4.9,48.0,42.2
6.3,48.2,56.5
3.0,46.5,64.0
5.8,46.9,51.2
6.4,49.3,66.8
2.2,46.6,48.8
4.1,48.5,48.0
3.7,47.9,67.5
2.1,49.9,40.4
5.9,45.7,73.3
6.4,46.2,65.0
5.8,49.7,69.5
5.6,46.0,65.8
3.8,47.6,55.2
3.2,45.9,58.8
4.5,47.1,51.0
2.5,49.8,35.6
5.2,46.0,38.5
5.1,45.5,43.0
6.5,49.9,36.9
6.5,45.4,77.5
6.8,49.7,34.4
2.3,48.3,75.7
5.6,49.1,44.6
3.6,47.1,49.6
5.7,45.2,47.2
4.8,48.2,62.5
6.9,48.2,58.9
4.4,45.4,73.4
2.6,46.5,32.5
5.1,46.5,52.3
4.2,49.0,53.4
3.7,48.0,63.4
5.0,45.5,30.5
6.2,45.2,55.7
3.2,46.9,49.7
5.4,47.4,51.2
5.7,48.7,36.9
6.8,45.6,54.0
3.1,46.1,60.4
4.6,49.0,23.3
5.5,45.5,41.2
2.2,45.3,60.9
6.4,48.6,40.6
3.7,45.2,31.8
5.4,48.8,53.2
4.0,46.3,60.7
6.5,47.5,40.7
6.0,49.9,66.4
4.3,45.8,47.9
6.7,48.3,55.9
5.8,46.9,30.8
4.2,48.5,60.1
6.4,48.4,51.1
4.6,45.8,66.8
4.8,47.3,39.7
2.5,48.6,35.0
6.5,48.7,35.0
4.0,45.5,60.9
4.4,45.6,56.7
6.9,47.8,19.5
6.1,47.4,29.5
2.6,49.1,69.9
5.9,48.6,68.0
3.2,48.0,44.0
2.8,47.2,50.5
6.1,49.7,79.7
4.7,48.1,51.3
4.4,49.8,40.5
2.5,47.0,54.8
2.5,50.0,55.3
4.0,49.9,24.0
6.7,48.2,24.8
3.1,46.4,39.8
5.6,46.3,38.8
4.7,47.9,46.4
4.8,45.3,49.7
6.8,46.0,57.7
6.3,47.5,60.2
6.2,49.3,56.8
2.3,47.0,28.0
6.9,48.6,52.1
6.7,49.3,58.9
2.5,49.4,44.9
4.8,47.7,52.6
2.1,46.4,53.4
2.5,48.4,50.0
6.3,47.7,40.4
2.2,45.7,77.0
3.3,49.5,28.6
4.5,48.8,45.8
3.3,45.8,35.2
6.7,47.9,47.3
3.6,49.3,22.8
5.6,46.0,54.8
5.9,47.8,27.1
2.2,47.5,45.0
3.9,49.5,58.5
3.0,47.7,54.5
3.3,47.9,66.4
4.1,45.8,51.8
2.3,46.1,63.8
5.1,47.5,85.8
3.0,45.8,39.9
2.4,48.3,67.0
4.2,49.1,34.7
3.7,46.8,20.1
6.9,48.9,63.0
6.0,49.9,69.0
3.4,48.9,69.5
5.0,47.4,66.4
4.7,49.3,42.6
2.9,46.8,47.2
5.8,48.1,70.5
5.5,45.3,72.2
2.6,46.2,52.7
5.6,46.1,55.0
5.1,46.1,36.0
2.0,46.5,38.1
2.3,48.0,29.4
4.7,49.3,40.4
2.5,47.3,37.5
5.0,47.6,64.4
2.9,49.7,49.4
5.4,47.9,49.0
3.8,48.8,50.8
5.7,45.2,65.6
3.0,45.4,45.0
5.3,45.8,30.7
6.9,49.2,52.8
4.4,47.9,67.8
3.4,47.9,94.3
3.6,49.2,52.1
2.9,49.1,63.4
4.9,48.2,38.5
4.6,49.9,24.6
4.7,49.7,35.9
5.4,46.9,67.2
2.1,46.1,65.0
2.6,46.2,43.8
3.1,48.7,50.5
2.0,46.3,31.7
2.9,45.3,43.2
6.2,45.8,45.3
5.2,47.8,32.5
2.8,47.2,62.8
2.2,50.0,74.4
3.2,45.7,48.0
5.6,45.0,62.7
4.2,48.3,79.5
4.7,45.4,54.8
4.7,48.9,60.2
3.2,46.1,44.6
2.8,46.8,36.7
2.8,49.7,18.7
6.8,46.2,73.3
6.7,45.6,75.8
5.7,47.4,51.4
5.2,46.2,64.6
3.1,45.8,50.6
2.6,46.7,60.2
6.7,47.5,12.3
3.4,45.0,24.7
2.9,45.3,36.7
6.6,45.9,61.9
2.8,45.4,38.6
3.5,45.7,45.3
2.9,48.7,70.9
2.1,47.5,57.3
2.9,46.5,56.2
4.3,47.2,31.8
4.7,47.9,76.4
2.8,48.7,38.5
5.6,49.8,74.0
4.7,50.0,65.8
5.0,45.3,33.1
3.6,48.6,51.2
3.0,45.3,51.3
6.0,46.7,32.3
3.8,48.4,65.7
4.6,46.5,34.9
5.7,48.9,57.1
6.4,48.8,33.2
4.2,48.5,41.5
6.9,46.0,41.6
4.6,47.0,34.6
6.0,48.4,32.6
2.4,49.7,63.8
2.5,48.0,49.5
5.1,45.9,44.6
3.9,46.0,37.2
5.8,45.5,72.0
4.9,46.9,83.7
5.1,49.9,34.8
2.8,49.1,42.0
4.8,46.1,53.9
4.7,48.1,49.3
5.7,47.2,36.6
5.5,47.6,58.7
5.1,47.2,35.8
2.8,49.8,58.6
6.8,45.0,36.0
5.0,46.8,67.4
2.8,49.4,60.6
6.0,45.0,45.9
2.7,48.4,47.4
3.4,45.0,24.0
4.8,48.7,83.9
2.8,47.6,50.1
2.4,45.8,29.1
5.4,46.9,42.9
2.2,45.7,47.4
3.8,48.7,60.7
3.2,46.4,57.8
6.7,45.9,59.7
4.9,45.1,58.8
2.3,49.3,48.7
4.0,47.4,55.2
3.9,46.4,25.9
2.7,47.5,69.3
5.7,45.6,39.0
2.9,45.1,50.7
6.2,49.0,61.7
6.7,47.7,22.9
2.4,45.8,34.5
5.3,47.3,31.9
5.1,45.8,25.8
4.6,47.0,90.3
5.2,46.4,71.6
6.5,48.4,73.1
5.8,47.4,36.2
5.2,45.6,57.8
4.1,46.7,47.6
3.2,48.6,58.2
3.0,45.4,44.9
3.1,46.5,45.6
6.3,45.8,54.9
2.6,49.6,76.9
2.6,46.8,53.4
2.1,47.4,45.8
5.6,46.8,43.7
2.0,46.4,63.0
6.6,49.8,54.5
6.9,48.9,34.4
3.2,45.5,40.3
2.2,48.5,65.7
6.8,47.2,50.6
3.0,46.2,26.8
4.7,49.2,37.2
5.2,49.5,80.9
5.0,49.2,45.2
6.2,49.8,50.2
4.4,48.8,50.5
4.6,47.8,72.4
7.0,45.7,44.3
4.8,48.1,53.3
3.0,45.1,54.0
2.8,47.5,43.6
6.3,49.8,64.9
3.8,48.6,65.8
6.7,47.5,11.2
6.0,46.0,55.3
6.7,48.2,42.4
4.8,48.2,42.0
2.2,47.5,49.6
6.3,47.1,19.6
4.9,45.2,56.6
6.3,49.9,60.6
3.4,46.3,57.7
6.3,45.5,42.0
3.0,45.9,33.7
3.4,47.6,51.2
2.7,45.8,24.1
2.7,45.7,48.7
2.5,47.1,39.3
4.7,48.1,19.4
5.4,46.4,37.3
3.1,47.5,40.3
6.6,47.1,68.5
2.5,49.0,65.7
2.5,45.5,49.7
6.4,48.8,52.6
5.5,47.7,52.9
2.9,46.0,35.4
6.9,45.6,69.6
2.2,48.1,45.0
2.5,45.5,43.9
3.4,49.0,59.0
5.7,48.0,30.4
5.6,48.4,39.0
6.0,48.1,41.7
4.7,49.5,41.2
5.0,45.2,66.1
3.7,47.9,63.0
3.9,48.6,85.5
2.5,46.4,95.1
2.6,47.3,77.9
5.5,45.7,51.3
2.1,47.1,30.3
4.3,45.9,40.1
5.3,49.2,55.6
4.4,46.2,42.4
2.3,47.2,64.7
5.8,47.4,43.7
4.4,49.3,47.5
3.5,48.2,68.8
2.9,47.8,24.9
5.1,45.2,37.9
6.6,45.5,68.6
3.3,46.2,42.9
6.4,48.9,41.9
5.3,45.4,27.5
2.1,48.9,48.3
6.2,49.1,60.1
4.0,47.5,46.8
6.2,49.7,47.6
3.0,48.0,70.7
4.6,49.9,8.7
3.0,48.8,48.5
4.4,45.2,21.4
6.6,46.5,27.3
4.5,49.7,35.8
7.0,47.6,55.8
3.4,45.9,31.1
5.0,48.9,43.5
6.8,49.5,51.9
5.8,45.4,43.4
5.5,45.8,39.4
5.7,48.3,55.1
3.7,48.9,46.0
3.5,46.3,49.9
2.7,48.4,76.3
5.0,47.0,87.0
6.6,49.7,41.1
5.8,48.6,57.5
6.9,46.5,40.2
7.0,46.9,77.9
4.2,47.0,73.4
4.6,49.1,23.2
6.1,49.7,77.9
5.8,47.9,40.9
5.9,47.5,66.8
4.8,49.4,60.4
4.9,47.8,74.6
6.2,45.4,54.7
6.7,47.8,37.7
5.9,46.3,62.0
5.9,48.4,27.6
2.8,49.6,52.2
6.3,46.0,67.6
6.7,46.8,34.3
3.4,47.7,14.8
3.0,48.3,52.6
2.8,47.0,75.2
2.1,49.6,62.1
4.0,45.8,53.8
2.9,47.0,60.8
2.6,48.4,57.2
5.6,48.9,34.8
5.8,48.5,32.7
5.5,47.2,49.6
5.3,49.8,77.3
4.6,47.8,44.4
2.3,47.1,38.1
6.9,48.9,87.1
6.9,46.5,55.1
6.4,47.0,14.4
5.8,49.2,67.0
5.8,48.7,47.8
5.0,49.6,61.9
2.6,47.4,35.7
6.1,45.5,51.5
5.4,49.7,81.1
2.4,48.9,48.2
5.0,46.0,31.9
2.9,45.2,71.8
4.8,49.3,54.8
3.2,49.4,8.6
5.2,48.9,55.3
5.9,47.9,41.4
2.2,46.9,64.8
2.4,48.3,64.5
7.0,46.9,66.1
5.4,47.8,62.7
3.5,45.8,60.8
3.2,47.1,69.7
4.1,48.4,46.5
6.7,49.2,66.3
5.4,47.0,41.6
7.0,46.5,85.4
4.8,46.3,40.3
4.1,49.6,23.8
3.0,46.0,14.6
4.7,45.7,27.2
5.2,48.0,29.1
4.6,46.9,49.9
2.7,48.4,41.5
2.8,48.8,45.3
5.9,49.9,70.3
3.1,47.5,52.8
2.5,47.0,53.8
2.8,48.8,68.6
6.5,48.9,46.8
5.1,49.7,47.8
5.9,46.6,35.8
3.1,47.4,76.6
5.1,48.1,48.4
3.0,49.9,44.9
4.6,48.8,32.6
2.4,49.9,62.4
4.6,49.1,64.6
3.1,46.1,30.3
3.1,49.0,45.0
4.5,47.9,39.6
4.9,46.7,35.3
5.5,45.9,41.4
3.5,45.7,58.4
3.4,45.6,40.3
2.4,47.1,84.1
3.6,49.6,33.0
3.7,48.2,65.8
4.5,47.5,50.7
4.1,47.4,46.6
5.5,45.8,24.6
4.3,48.8,48.4
6.2,46.5,59.7
4.7,48.6,59.3
4.9,45.6,49.1
5.5,48.8,61.5
5.4,48.8,44.6
6.7,45.1,68.2
5.7,49.3,43.9
6.8,45.6,66.1
3.7,49.4,53.0
6.9,46.6,52.7
5.0,49.9,68.6
3.5,47.1,78.3
2.7,49.9,31.5
4.6,45.5,58.6
6.8,45.8,46.6
6.2,47.4,30.7
5.7,45.4,33.4
2.3,49.7,57.7
5.9,48.3,27.1
5.4,48.6,69.3
6.2,47.4,46.5
2.5,49.2,54.8
4.0,47.3,42.4
3.7,47.6,81.7
5.9,47.7,29.9
5.8,46.7,35.2
4.5,49.5,32.4
3.8,46.7,43.6
2.5,48.5,33.0
2.8,48.4,44.4
2.1,45.7,48.0
5.9,48.9,57.6
6.6,49.5,80.0
2.2,46.7,45.0
6.0,49.2,75.2
3.4,48.1,67.0
4.6,48.7,56.2
5.5,45.3,66.5
3.7,45.6,73.6
6.9,49.0,49.0
6.9,46.9,66.8
5.4,45.1,65.1
6.9,46.4,57.3
2.6,48.1,56.6
2.1,49.2,53.1
6.3,46.7,55.8
5.5,46.8,61.6
3.6,45.9,77.4
4.6,47.5,46.0
4.0,47.8,43.2
4.3,47.7,35.1
4.8,49.6,34.2
4.6,45.4,47.7
5.1,45.5,43.1
3.7,45.4,35.4
4.8,48.4,62.7
6.3,47.1,7.7
3.8,46.9,14.1
3.4,49.9,44.5
4.4,48.2,75.2
3.6,48.6,64.7
6.5,49.1,55.9
5.0,45.3,55.4
5.7,49.2,61.2
2.2,46.1,53.2
2.5,48.0,38.6
4.0,47.7,72.5
4.1,48.8,24.7
2.3,49.3,52.8
6.0,49.8,66.9
4.8,48.6,42.6
4.5,45.1,56.5
5.4,49.1,56.1
5.5,45.1,41.5
3.7,49.4,13.2
4.4,46.4,44.8
4.9,49.0,53.9
2.0,46.1,49.2
2.7,48.5,58.5
3.9,47.6,72.2
2.2,48.1,63.1
2.3,48.5,33.2
4.6,47.5,49.1
5.1,45.9,59.9
3.2,49.5,63.2
6.5,48.1,54.2
6.0,49.9,80.8
6.3,46.2,61.9
4.3,46.0,80.7
6.1,45.3,99.0
5.3,46.6,44.7
2.5,47.0,65.4
2.1,48.3,11.3
6.7,45.7,56.8
4.7,48.3,58.4
5.7,47.1,16.1
2.8,47.3,84.2
5.5,46.5,45.4
5.3,48.6,60.3
6.5,48.6,16.0
3.5,45.6,31.1
3.8,49.3,61.2
5.1,49.9,50.1
6.4,46.1,64.7
3.3,48.6,62.7
2.5,49.8,54.8
3.6,45.3,78.0
5.2,50.0,62.5
7.0,49.7,61.3
2.9,48.6,32.8
6.1,47.9,66.8
3.1,45.4,65.3
4.6,48.3,7.2
5.7,47.7,52.2
2.5,45.8,47.5
6.0,49.5,48.3
2.4,47.5,79.0
3.6,45.9,43.0
2.2,48.9,50.4
6.2,46.9,19.1
5.0,46.8,53.7
2.8,46.6,38.9
2.6,49.8,66.3
4.4,45.2,48.0
2.0,47.6,28.3
6.0,48.8,48.4
6.8,49.2,75.2
2.2,47.7,37.0
4.9,48.8,41.7
5.1,49.9,47.2
2.1,47.8,56.1
5.8,46.7,47.0
3.3,50.0,60.1
5.3,49.3,42.1
3.1,46.8,74.6
2.4,49.4,55.5
3.3,48.9,75.9
6.4,48.3,60.2
5.8,48.0,46.4
4.5,45.4,40.7
2.6,48.8,60.8
3.1,45.8,56.5
6.8,48.9,76.6
2.7,48.6,43.3
3.4,47.2,35.6
4.8,45.6,45.3
3.8,47.2,65.4
3.3,45.6,33.9
5.4,46.5,47.6
2.8,46.3,71.6
4.4,47.2,37.7
2.6,45.4,51.0
3.4,46.8,45.5
3.8,48.3,52.7
5.2,48.5,43.7
4.3,45.1,51.3
3.4,48.0,36.2
5.4,46.2,48.9
4.4,47.1,79.0
5.6,45.5,77.7
3.9,45.0,43.1
5.6,49.0,49.5
4.8,46.4,-1.7
3.2,45.8,3.8
4.7,47.3,57.7
2.7,49.4,39.7
2.0,47.5,5.7
5.5,45.6,58.1
2.9,46.3,54.6
5.0,46.6,54.1
4.3,45.5,40.3
4.2,49.1,33.1
3.6,47.7,77.1
4.6,49.5,56.4
6.9,48.1,37.8
5.8,45.1,41.4
4.1,49.4,25.4
6.4,45.6,67.4
4.6,48.0,63.2
6.9,46.8,48.5
6.9,48.6,41.2
2.1,45.4,32.5
2.9,49.0,49.4
6.2,49.0,49.7
3.8,46.1,67.6
3.2,45.8,33.4
4.7,48.2,54.2
5.4,48.2,80.1
3.6,46.4,62.7
6.3,47.7,27.7
4.5,49.4,34.1
3.2,47.5,43.9
5.4,45.5,38.7
4.4,49.4,49.7
2.8,45.8,53.8
2.4,47.9,39.3
5.0,49.0,76.4
2.3,49.0,41.6
6.9,46.3,76.2
3.0,47.7,85.1
6.9,47.7,18.4
3.6,47.3,80.8
6.6,49.8,40.2
5.2,46.9,56.1
2.5,46.4,35.6
3.3,48.2,66.2
4.0,48.7,42.0
4.1,45.5,47.8
4.8,47.9,44.9
5.0,45.1,42.0
3.6,45.4,35.6
2.4,48.7,74.7
5.5,49.0,41.1
4.3,45.8,66.5
5.4,48.6,27.8
4.8,45.4,48.4
2.0,49.8,66.6
6.0,45.2,62.6
5.8,45.3,50.1
4.0,46.2,63.8
5.9,46.8,54.4
2.1,47.3,37.6
4.1,46.8,65.6
4.1,45.4,33.7
3.0,48.5,15.1
3.1,46.6,78.6
2.2,48.3,25.1
5.3,48.2,53.1
6.8,48.6,45.5
6.6,47.8,31.8
3.0,47.4,74.9
4.7,45.6,60.5
6.0,47.1,44.4
3.7,46.7,44.6
2.9,45.8,75.4
2.1,45.6,75.6
5.7,46.3,25.4
3.4,49.1,71.4
2.9,47.9,15.7
6.5,48.3,52.0
6.1,45.5,72.7
6.0,46.8,20.1
2.3,49.1,36.4
6.6,48.0,13.7
4.3,45.4,39.6
3.3,47.5,82.6
5.7,47.3,46.0
2.2,47.3,43.3
2.7,48.3,18.9
4.1,47.8,74.1
6.9,48.7,62.9
2.2,45.8,15.9
2.3,49.5,61.1
2.6,49.2,55.0
3.5,45.8,30.3
3.3,45.7,31.7
2.9,48.7,25.8
5.5,47.2,35.4
5.6,46.1,50.1
4.0,48.8,63.2
4.7,46.0,36.7
4.9,46.3,33.3
6.1,49.3,72.0
4.1,48.9,39.5
6.5,49.2,39.2
6.1,47.7,53.2
4.7,47.0,74.7
3.4,47.2,67.9
5.7,46.0,66.8
5.5,48.0,67.1
2.7,48.5,40.8
6.5,47.6,44.5
3.0,45.9,40.1
2.3,49.9,61.7
2.0,47.9,68.5
5.8,47.9,44.7
2.0,47.2,57.6
3.2,48.2,66.4
6.9,49.8,60.8
2.5,49.7,65.9
4.9,45.7,50.4
2.3,47.1,40.3
4.3,49.4,35.6
5.1,46.0,41.6
4.7,48.8,56.0
5.3,48.8,72.3
2.8,45.9,37.5
5.5,45.0,55.8
2.2,47.9,41.3
3.5,45.9,44.8
6.6,48.0,57.8
2.9,50.0,37.9
2.8,48.5,48.9
4.1,47.5,81.2
4.2,47.1,31.7
3.4,47.9,69.0
2.9,46.0,52.1
3.2,47.2,74.1
5.4,49.3,45.3
2.6,47.4,35.4
2.6,46.0,70.2
2.8,48.7,21.0
6.5,46.6,43.2
6.3,49.9,54.1
6.7,45.7,66.6
6.7,49.2,34.0
2.3,47.5,33.2
6.1,47.4,20.0
3.7,45.4,49.2
6.1,48.6,23.3
6.7,45.8,31.1
5.5,45.5,69.7
6.2,46.7,54.8
4.8,48.1,55.1
4.6,46.4,14.6
6.7,46.1,25.0
4.1,49.1,27.4
2.5,48.6,24.6
3.1,45.8,49.3
5.4,47.4,44.1
4.0,47.5,61.6
5.9,48.0,36.0
4.7,49.2,15.1
2.7,49.8,27.0
5.3,49.6,56.6
6.7,46.0,74.0
4.6,49.2,57.9
6.4,48.1,39.7
6.9,45.7,62.7
3.4,48.0,59.2
4.6,46.9,56.6
2.1,45.4,37.9
4.6,48.9,45.9
3.1,45.9,36.7
4.1,48.3,56.6
2.3,48.3,24.5
5.9,50.0,63.4
4.9,46.3,31.0
5.2,45.2,41.3
4.0,46.3,48.6
2.5,48.0,73.0
3.8,49.0,79.1
5.0,48.7,62.1
4.8,46.1,52.7
5.8,49.6,68.2
3.7,49.8,52.5
6.7,47.7,37.5
5.4,47.1,65.9
4.7,47.4,78.2
2.3,49.1,42.6
4.9,45.5,60.2
6.1,48.9,65.7
3.7,48.5,79.7
6.1,49.8,87.4
6.3,45.2,71.9
5.8,50.0,52.4
4.0,48.5,53.1
2.4,47.3,75.7
4.8,49.2,25.8
4.0,47.1,49.1
3.8,47.3,66.1
2.7,47.5,57.2
5.3,47.6,29.2
4.2,49.6,34.9
3.8,45.4,61.7
6.7,45.7,80.3
3.9,48.6,28.5
2.9,49.8,38.9
2.3,49.7,33.5
6.9,49.2,62.2
3.9,49.3,28.1
6.2,49.0,52.3
2.4,45.7,33.3
4.5,48.8,62.4
4.0,47.5,46.7
3.3,47.2,45.4
5.7,46.3,35.1
5.2,49.1,30.4
2.3,45.6,26.5
3.4,49.9,20.6
3.3,48.7,51.7
6.6,48.7,35.4
3.1,45.3,34.9
4.6,49.0,64.2
6.8,49.5,75.2
7.0,47.5,17.3
4.5,47.1,76.3
3.9,47.2,53.0
4.2,47.6,65.9
3.1,48.2,80.0
7.0,48.8,64.7
3.6,47.3,16.7
2.8,48.0,45.8
2.6,46.3,55.6
6.4,46.6,45.9
3.3,45.8,44.0
3.6,45.9,27.3
3.5,47.2,76.5
5.7,46.9,28.8
6.4,46.2,45.0
3.3,48.8,52.5
2.7,46.0,40.8
5.6,49.8,60.3
4.3,49.5,23.2
2.5,49.7,44.1
4.1,47.0,42.2
2.3,48.1,42.8
6.9,46.5,53.1
6.5,49.9,55.2
6.8,46.0,65.1
6.3,48.6,61.9
2.1,48.0,41.4
2.6,49.9,47.7
5.4,46.7,33.4
2.7,47.7,55.7
4.3,47.8,47.7
3.0,49.7,50.2
2.8,49.1,24.5
2.5,47.5,30.3
6.2,48.0,44.9
6.2,48.0,55.8
4.4,48.2,74.7
5.1,46.5,44.7
3.2,45.9,31.5
6.6,47.0,37.7
4.9,45.0,46.4
5.2,45.8,28.2
4.2,45.9,48.0
5.4,47.3,51.9
5.2,45.0,30.4
6.9,46.1,72.9
5.0,45.1,52.1
2.8,49.2,49.8
5.6,49.6,47.4
