chromosome	scaffold	position	Fst	piPop1	piPop2	piPop1_egg	piPop2_egg	TajDPop1	TajDPop2	thetaWPop1	thetaWPop2	SPop1	SPop2	Dxy	Dxy_egg	SampleNrPop1	SampleNrPop2	genome_pos	comp
CHR7	CHR7	25050004	0.0199	0.0037	0.0051	46.828	63.1087	-1.6656	-1.3717	72.5195	89.9069	219	279	0.0046	0.0008	10	10	324564439	Spain
CHR7	CHR7	25074997	0.0355	0.0049	0.0052	73.2789	94.5855	-1.4939	-1.1931	107.2891	127.6098	324	396	0.0054	0.0008	10	10	324589432	Spain
CHR7	CHR7	25099695	0.0478	0.0083	0.0053	50.937	62.1852	-1.2737	-1.2631	69.8704	85.7177	211	266	0.0075	NA	10	10	324614130	Spain
CHR7	CHR7	25125157	0.0744	0.0046	0.0039	7.876	6.6331	-1.4981	-1.7413	11.6082	10.9564	34	34	0.0049	NA	10	10	324639592	Spain
CHR7	CHR7	25150006	0	0.0048	0.0046	10.2779	7.2916	-1.2413	-1.282	14.4546	10.3769	47	33	0.0047	0.0002	10	10	324664441	Spain
CHR7	CHR7	25174998	0	0.0076	0.007	78.0975	78.5929	-0.9138	-0.8922	99.0911	99.0911	335	335	0.0072	0.002	10	10	324689433	Spain
CHR7	CHR7	25199684	0	0.0079	0.0072	74.6635	83.0499	-0.8456	-0.9496	92.8794	106.4859	314	360	0.0075	0.0021	10	10	324714119	Spain
CHR7	CHR7	25225064	0	0.0095	0.006	16.6964	11.7486	-0.1522	-1.3956	17.2949	17.4792	55	58	0.0072	0.0	10	10	324739499	Spain
CHR7	CHR7	25249994	0	0.0545	0.0008	25.7414	0.2	-0.5401	-0.6258	29.0205	0.2958	85	1	0.0237	NA	10	10	324764429	Spain
CHR7	CHR7	25275001	0	0.0688	0.0454	66.4903	45.2524	-0.9413	-0.7773	83.116	54.7147	251	174	0.0575	NA	10	10	324789436	Spain
CHR7	CHR7	25299998	0.0049	0.0606	0.0393	68.8273	76.2425	-1.1882	-0.5046	92.0567	85.8454	278	273	0.0515	NA	10	10	324814433	Spain
CHR7	CHR7	25325001	0.0532	0.0428	0.0397	95.3903	86.3633	-1.1967	-0.3384	127.8198	93.4935	386	304	0.0459	NA	10	10	324839436	Spain
CHR7	CHR7	25349999	0.0447	0.0457	0.047	96.9713	79.9225	-1.1383	-0.5015	127.8198	90.1105	386	293	0.0507	NA	10	10	324864434	Spain
CHR7	CHR7	25375000	0.0259	0.0277	0.0305	98.2964	110.9835	-0.9712	-0.4447	125.7857	123.3253	409	401	0.0306	0.0152	10	10	324889435	Spain
CHR7	CHR7	25400006	0.0252	0.026	0.0275	103.9693	101.8398	-0.9873	-0.6413	133.0133	119.0197	423	387	0.0281	0.0152	10	10	324914441	Spain
CHR7	CHR7	25424954	0.1044	0.0331	0.0243	98.9069	82.9204	-1.0309	-0.4888	125.6415	93.186	368	303	0.0358	NA	10	10	324939389	Spain
CHR7	CHR7	25450034	0.0945	0.0323	0.028	109.5606	93.86	-0.7859	-0.4779	131.4623	105.1802	397	342	0.0368	NA	10	10	324964469	Spain
CHR7	CHR7	25475006	0.0401	0.0444	0.0512	76.6117	63.8376	-0.6887	-0.9749	89.7387	81.4431	271	259	0.0513	NA	10	10	324989441	Spain
CHR7	CHR7	25499999	0.026	0.066	0.0668	303.7858	355.4492	-0.61	0.3325	349.9601	330.1063	1086	1116	0.0698	NA	10	10	325014434	Spain
CHR7	CHR7	25525001	0.019	0.0713	0.0671	293.7239	339.3717	-0.6775	0.3879	344.1597	311.4713	1068	1053	0.0718	0.0413	10	10	325039436	Spain
CHR7	CHR7	25550002	0.025	0.0632	0.047	48.0375	26.3691	-0.9307	-0.8296	60.2602	32.3886	187	103	0.0579	0.0413	10	10	325064437	Spain
CHR7	CHR7	25575004	0.0166	0.0445	0.055	53.4657	45.2502	-0.8693	-0.7559	65.2107	54.4002	191	173	0.0498	NA	10	10	325089439	Spain
CHR7	CHR7	25600003	0.0039	0.0437	0.0347	208.2996	190.3132	-0.7687	-0.2508	252.5444	202.0274	838	683	0.0395	0.0234	10	10	325114438	Spain
CHR7	CHR7	25625000	0.0022	0.0445	0.0401	250.5312	285.4135	-0.8513	-0.2114	309.6973	299.8588	1007	995	0.0425	0.0234	10	10	325139435	Spain
CHR7	CHR7	25649997	0.0428	0.0412	0.059	78.8095	135.3963	-0.9002	-0.1481	97.9631	140.135	304	465	0.0545	NA	10	10	325164432	Spain
CHR7	CHR7	25674999	0.0276	0.0719	0.0465	89.079	85.2108	-0.8827	0.0661	109.6071	83.9596	331	273	0.0639	NA	10	10	325189434	Spain
CHR7	CHR7	25700001	0.0411	0.0307	0.0329	112.4842	108.0644	-0.8681	-0.2874	138.5662	115.404	430	367	0.0345	0.0	10	10	325214436	Spain
CHR7	CHR7	25725001	0.0266	0.0293	0.0365	109.9022	124.2652	-0.971	-0.6958	139.2107	147.3138	432	479	0.0347	0.0	10	10	325239436	Spain
CHR7	CHR7	25750000	0.0065	0.0649	0.0486	108.9702	146.1683	-0.9074	-0.4461	135.6659	162.7374	421	540	0.0583	NA	10	10	325264435	Spain
CHR7	CHR7	25774999	0.033	0.033	0.033	67.522	70.1689	-0.7878	-0.5443	82.1144	80.1632	267	266	0.0352	0.0003	10	10	325289434	Spain
CHR7	CHR7	25799999	0.0183	0.0338	0.0364	138.5804	121.6367	-0.7625	-0.5728	166.6597	139.6252	530	454	0.0363	0.0003	10	10	325314434	Spain
CHR7	CHR7	25825002	0	0.0648	0.0501	160.9944	156.0553	-0.7338	-0.3814	191.4147	170.6872	594	555	0.0581	NA	10	10	325339437	Spain
CHR7	CHR7	25850000	0	0.0615	0.053	96.6607	93.0444	-0.8919	-0.4629	119.2101	103.4413	360	321	0.057	NA	10	10	325364435	Spain
CHR7	CHR7	25875001	0.028	0.057	0.0486	180.4583	196.9862	-0.6955	-0.4916	213.1986	221.432	678	720	0.0557	0.009	10	10	325389436	Spain
CHR7	CHR7	25900000	0.0391	0.0501	0.0444	156.9422	171.7667	-0.6581	-0.5423	183.6401	195.5983	584	636	0.051	0.009	10	10	325414435	Spain
CHR7	CHR7	25925005	0.0333	0.0246	0.0251	25.9296	28.5816	-1.0832	-0.3019	33.7762	30.6135	102	95	0.0265	NA	10	10	325439440	Spain
CHR7	CHR7	25950006	0	0.057	0.042	20.2479	20.3875	-1.049	-0.2672	26.16	21.6972	79	69	0.051	NA	10	10	325464441	Spain
CHR7	CHR7	25975003	0.4124	0.0085	0.011	NA	1.0194	NA	-0.4829	NA	1.2055	NA	4	0.0305	NA	10	10	325489438	Spain
CHR7	CHR7	25999994	0.3485	0.011	0.0113	NA	1.0194	NA	-0.4829	NA	1.2055	NA	4	0.0314	NA	10	10	325514429	Spain
CHR7	CHR7	26025001	0.0492	0.0011	0.0036	NA	NA	NA	NA	NA	NA	NA	NA	0.0021	NA	10	10	325539436	Spain
CHR7	CHR7	26049929	0	0.0015	0.0038	NA	NA	NA	NA	NA	NA	NA	NA	0.0013	NA	10	10	325564364	Spain
CHR7	CHR7	26074995	0.0341	0.0058	0.0121	1.9325	4.3107	0.2353	-1.6704	1.8082	6.8283	6	20	0.0103	NA	10	10	325589430	Spain
CHR7	CHR7	26100009	0.0412	0.0101	0.0118	17.7586	24.1473	-0.8036	-1.5366	21.6972	36.4139	69	113	0.0119	0.0069	10	10	325614444	Spain
CHR7	CHR7	26124999	0	0.0188	0.0144	75.175	71.8683	-0.2554	-0.5925	79.595	82.4952	247	256	0.0163	0.0069	10	10	325639434	Spain
CHR7	CHR7	26150002	0.0053	0.0148	0.0136	69.1003	60.3952	-0.2544	-0.3485	73.15	65.2344	227	197	0.0143	0.0	10	10	325664437	Spain
CHR7	CHR7	26175000	0.0343	0.0063	0.0075	77.8199	51.1127	-0.7181	-1.1083	93.122	66.8901	309	202	0.0074	0.0	10	10	325689435	Spain
CHR7	CHR7	26200002	0.0089	0.0059	0.0066	130.5834	92.8262	-0.9671	-1.2279	167.5593	125.5018	556	379	0.0064	NA	10	10	325714437	Spain
CHR7	CHR7	26224965	0.0519	0.0058	0.008	133.0948	126.3699	-1.3034	-1.3155	188.2172	175.1727	612	529	0.0077	NA	10	10	325739400	Spain
CHR7	CHR7	26250023	0.0512	0.0066	0.0098	143.4318	152.8785	-1.2126	-1.2161	197.136	207.527	641	644	0.0091	0.0067	10	10	325764458	Spain
CHR7	CHR7	26275001	0.0238	0.0103	0.0118	297.4172	314.8766	-1.0117	-0.8753	384.7381	391.8116	1251	1274	0.0116	0.0072	10	10	325789436	Spain
CHR7	CHR7	26300001	0.0414	0.0145	0.0103	493.1723	488.5024	-0.9264	-0.6971	622.47	582.123	2024	1968	0.0135	0.0089	10	10	325814436	Spain
CHR7	CHR7	26325003	0.0406	0.0172	0.0102	552.3946	500.0853	-0.8944	-0.6686	688.0214	591.2926	2188	1999	0.0149	0.0101	10	10	325839438	Spain
CHR7	CHR7	26349998	0.0397	0.0168	0.0145	441.2105	448.1638	-0.5804	-0.2396	505.9536	473.6185	1609	1540	0.0169	0.0113	10	10	325864433	Spain
CHR7	CHR7	26374238	0.0252	0.017	0.0175	208.3462	241.981	-0.0789	0.4929	212.1614	218.2298	704	694	0.0181	0.0115	10	10	325888673	Spain
CHR7	CHR7	26400175	0.0755	0.0288	0.0209	575.7066	408.9238	0.4869	0.1642	516.9277	394.1862	1778	1308	0.0288	0.0198	10	10	325914610	Spain
CHR7	CHR7	26425001	0.0653	0.0299	0.022	716.1181	555.5564	0.3623	0.0756	660.2603	546.0361	2271	1846	0.0294	0.0196	10	10	325939436	Spain
CHR7	CHR7	26450039	0.0147	0.0207	0.0179	417.9522	470.8504	-0.7272	-0.3172	500.8696	507.4996	1662	1684	0.0198	0.0123	10	10	325964474	Spain
CHR7	CHR7	26475001	0.0218	0.0181	0.0186	468.3173	642.573	-0.8742	-0.2058	582.4892	674.1548	1894	2237	0.0192	0.015	10	10	325989436	Spain
CHR7	CHR7	26499998	0.0368	0.0169	0.0155	454.829	595.7408	-0.5754	-0.2108	522.2105	626.1963	1698	2117	0.0174	0.0146	10	10	326014433	Spain
CHR7	CHR7	26525002	0.0314	0.017	0.015	517.0115	584.1559	-0.6675	-0.3789	608.0154	640.0986	1977	2164	0.017	0.0136	10	10	326039437	Spain
CHR7	CHR7	26547612	0.0224	0.017	0.0173	399.6314	489.8135	-0.649	-0.3021	468.9248	526.5137	1556	1780	0.0179	0.0142	10	10	326062047	Spain
CHR7	CHR7	26575262	0.0338	0.0122	0.0129	140.7591	225.8929	-0.9201	-0.8246	177.4532	278.1604	577	923	0.0134	0.0104	10	10	326089697	Spain
CHR7	CHR7	26601298	0.029	0.0148	0.0143	267.5964	357.1831	-1.2627	-1.0271	373.359	466.2125	1214	1547	0.0154	0.0111	10	10	326115733	Spain
CHR7	CHR7	26625000	0.0208	0.0176	0.0162	569.2743	583.5447	-1.1391	-0.7964	768.4822	712.7296	2550	2365	0.0176	0.0151	10	10	326139435	Spain
CHR7	CHR7	26650002	0.0159	0.0199	0.0198	710.575	681.5235	-0.7067	-0.4988	848.9293	767.3234	2870	2495	0.0205	0.0182	10	10	326164437	Spain
CHR7	CHR7	26675004	0.0407	0.0272	0.0266	889.6352	903.8547	-0.618	-0.2329	1035.1908	954.4248	3435	3167	0.0292	0.0185	10	10	326189439	Spain
CHR7	CHR7	26699998	0.0329	0.0264	0.0248	1040.0045	1039.1617	-0.9053	-0.4007	1309.7348	1146.3701	4346	3943	0.0273	0.0169	10	10	326214433	Spain
CHR7	CHR7	26725001	0.0259	0.0249	0.0207	1060.8527	993.9897	-0.9984	-0.7786	1378.1051	1217.702	4659	4256	0.024	0.0166	10	10	326239436	Spain
CHR7	CHR7	26750000	0.0272	0.0263	0.0183	1035.0172	928.882	-1.0394	-0.8052	1361.2449	1149.4643	4602	4078	0.0235	0.0175	10	10	326264435	Spain
CHR7	CHR7	26775005	0.0204	0.0298	0.0243	1297.5483	1228.4728	-0.9493	-0.346	1666.7866	1338.8807	5733	4750	0.0282	0.0203	10	10	326289440	Spain
CHR7	CHR7	26799997	0.0164	0.0257	0.0248	1249.2267	1235.4493	-0.7957	-0.4001	1541.5449	1365.6583	5469	4845	0.0261	0.0179	10	10	326314432	Spain
CHR7	CHR7	26825000	0.016	0.0196	0.0189	907.8205	876.7717	-0.7953	-0.5907	1117.562	1016.9928	3906	3498	0.0199	0.0141	10	10	326339435	Spain
CHR7	CHR7	26850004	0.0042	0.022	0.0221	875.6785	832.453	-0.6357	-0.191	1026.1101	870.8181	3469	2944	0.0222	0.0147	10	10	326364439	Spain
CHR7	CHR7	26874995	0.0152	0.0245	0.0274	893.9767	976.9786	-0.3884	0.0815	980.6436	958.9648	3254	3242	0.0268	0.0165	10	10	326389430	Spain
CHR7	CHR7	26899999	0.0248	0.0228	0.0261	629.4032	689.2003	-0.5956	-0.0136	728.0992	691.3326	2416	2294	0.0257	0.0161	10	10	326414434	Spain
CHR7	CHR7	26924998	0.0459	0.0124	0.0109	233.3068	176.0579	-0.9319	-1.2117	293.6983	236.7646	934	715	0.0127	0.0044	10	10	326439433	Spain
CHR7	CHR7	26946571	0.1239	0.0153	0.0113	179.1135	174.3132	-0.5044	-0.7706	201.5638	210.0541	641	668	0.017	0.0125	10	10	326461006	Spain
CHR7	CHR7	26976761	0.1119	0.0149	0.0121	228.7551	323.1714	-0.5374	-0.1324	260.6812	333.3601	865	1127	0.0168	0.0105	10	10	326491196	Spain
CHR7	CHR7	27000004	0.0755	0.013	0.0118	259.7123	342.9882	-0.6367	-0.0787	303.7765	349.3329	1008	1181	0.0143	0.0067	10	10	326514439	Spain
CHR7	CHR7	27024997	0.0297	0.0156	0.0131	262.4892	293.5414	-0.6003	-0.1823	304.0779	306.4428	1009	1036	0.0152	0.0078	10	10	326539432	Spain
CHR7	CHR7	27050052	0.0188	0.0171	0.015	449.1194	422.2738	-0.7712	-0.4006	546.3319	465.2843	1847	1573	0.0167	0.0101	10	10	326564487	Spain
CHR7	CHR7	27074999	0.0321	0.0165	0.0153	491.3233	443.3367	-0.7844	-0.3412	599.8706	480.6781	2028	1595	0.0169	0.0104	10	10	326589434	Spain
CHR7	CHR7	27099998	0.0308	0.0144	0.0138	327.4181	309.1183	-0.5622	-0.0992	375.5015	316.1557	1246	1028	0.015	0.0089	10	10	326614433	Spain
CHR7	CHR7	27125002	0.0072	0.0157	0.0141	507.8583	445.0209	-0.6564	-0.5522	599.7873	509.0065	2063	1689	0.0151	0.0122	10	10	326639437	Spain
CHR7	CHR7	27149758	0.01	0.0188	0.0165	721.6731	651.6579	-0.667	-0.4353	854.7624	725.3851	2940	2495	0.018	0.0116	10	10	326664193	Spain
CHR7	CHR7	27175042	0.0179	0.0191	0.0155	574.5638	514.8238	-0.8656	-0.7693	717.8925	625.9005	2427	2116	0.0179	0.01	10	10	326689477	Spain
CHR7	CHR7	27200046	0.0256	0.0176	0.0141	475.0347	419.5893	-1.2284	-1.1086	659.3879	563.7837	2188	1906	0.0166	0.0131	10	10	326714481	Spain
CHR7	CHR7	27225006	0.0364	0.0176	0.0126	362.6491	345.1689	-1.2954	-1.0	511.1389	448.7198	1662	1517	0.0162	0.0146	10	10	326739441	Spain
CHR7	CHR7	27249764	0.0473	0.0136	0.0085	140.5545	132.1723	-1.3	-1.0603	197.1615	175.1102	627	592	0.0122	0.0067	10	10	326764199	Spain
CHR7	CHR7	27275092	0.0082	0.0117	0.0071	93.9677	66.2357	-0.9469	-0.648	118.2646	77.3552	367	246	0.0096	0.0025	10	10	326789527	Spain
CHR7	CHR7	27299999	0.0399	0.0113	0.0059	86.166	86.973	-0.8072	-1.0113	103.9777	113.585	314	384	0.0093	0.0025	10	10	326814434	Spain
CHR7	CHR7	27324999	0.0734	0.0144	0.0078	84.9014	119.6203	-0.7378	-0.9216	100.6663	152.0382	304	514	0.0128	NA	10	10	326839434	Spain
CHR7	CHR7	27349999	0.1054	0.0254	0.0235	187.9111	219.8594	-0.6349	-0.0266	218.5443	221.2023	695	734	0.0301	0.0258	10	10	326864434	Spain
CHR7	CHR7	27375003	0.089	0.0285	0.0337	249.4616	471.8372	-0.568	0.4011	285.2081	431.8595	907	1460	0.037	0.0223	10	10	326889438	Spain
CHR7	CHR7	27400002	0.0144	0.0314	0.0314	418.7607	414.3575	0.0119	0.2068	417.6454	395.4768	1358	1337	0.0323	0.0136	10	10	326914437	Spain
CHR7	CHR7	27424998	0.0491	0.0326	0.0235	323.2372	90.6553	0.2308	-0.7965	307.0915	110.0583	1019	350	0.0309	0.0054	10	10	326939433	Spain
CHR7	CHR7	27449775	0.0183	0.0341	0.0309	134.1202	32.9529	0.2036	-0.0327	128.246	33.1914	417	103	0.0337	NA	10	10	326964210	Spain
CHR7	CHR7	27475114	0	0.0236	0.0168	139.3653	55.226	-0.4999	-0.7803	157.3128	67.0447	522	218	0.0193	0.0047	10	10	326989549	Spain
CHR7	CHR7	27500001	0.0101	0.019	0.02	161.7494	144.5325	-1.0373	-0.7353	211.86	173.1475	703	563	0.0199	0.0172	10	10	327014436	Spain
CHR7	CHR7	27525000	0.0858	0.0239	0.0163	226.2013	236.792	-0.6843	-0.7241	267.2561	283.585	869	941	0.0238	0.0223	10	10	327039435	Spain
CHR7	CHR7	27549995	0.1445	0.0182	0.0128	152.5203	215.0391	-0.6612	-0.5003	178.6088	243.1428	568	822	0.0206	0.0116	10	10	327064430	Spain
CHR7	CHR7	27574976	0.0627	0.023	0.017	240.0326	188.6228	-0.2768	0.056	255.6496	186.2439	813	618	0.0226	0.0121	10	10	327089411	Spain
CHR7	CHR7	27600024	0.0012	0.0151	0.0136	246.9506	149.3791	-0.6549	-0.6935	288.6671	176.4077	918	561	0.0144	0.0069	10	10	327114459	Spain
CHR7	CHR7	27624998	0.0083	0.0061	0.006	113.3943	100.0478	-1.4827	-1.4483	170.0721	147.1636	553	468	0.0061	0.0029	10	10	327139433	Spain
CHR7	CHR7	27649995	0.0178	0.0056	0.0051	75.4723	61.1607	-1.6574	-1.4857	119.1774	91.9558	379	299	0.0055	0.002	10	10	327164430	Spain
CHR7	CHR7	27675002	0.007	0.0064	0.0063	129.3662	111.9384	-1.4791	-1.3161	192.1303	157.855	611	502	0.0065	0.002	10	10	327189437	Spain
CHR7	CHR7	27699999	0.0042	0.0067	0.0069	203.5	160.758	-1.3647	-1.134	291.1827	214.4564	926	682	0.0069	0.0021	10	10	327214434	Spain
CHR7	CHR7	27725003	0.0067	0.0065	0.0073	208.3987	180.4385	-1.579	-1.2891	319.7979	252.1907	1017	802	0.007	0.0027	10	10	327239438	Spain
CHR7	CHR7	27750005	0.0049	0.006	0.0067	224.1717	237.1091	-1.7408	-1.4079	367.8232	346.6026	1196	1127	0.0064	0.003	10	10	327264440	Spain
CHR7	CHR7	27775004	0.0028	0.0065	0.0068	247.9012	240.1565	-1.488	-1.2233	372.1288	328.917	1210	1046	0.0067	0.0034	10	10	327289439	Spain
CHR7	CHR7	27799991	0.0031	0.0075	0.0078	275.1971	238.5888	-1.4987	-1.1689	414.5699	319.3467	1348	991	0.0077	0.0036	10	10	327314426	Spain
CHR7	CHR7	27825005	0.0092	0.0078	0.0077	280.0955	231.7747	-1.6226	-1.1409	444.2129	309.7354	1474	985	0.0079	0.0046	10	10	327339440	Spain
CHR7	CHR7	27849996	0.0026	0.0081	0.0081	276.8911	247.9467	-1.5044	-1.0733	424.1689	326.6122	1434	1062	0.0082	0.0044	10	10	327364431	Spain
CHR7	CHR7	27874995	0	0.0076	0.008	173.8091	162.1825	-1.4757	-1.2005	261.8867	222.0471	869	722	0.0078	0.0041	10	10	327389430	Spain
CHR7	CHR7	27900008	0	0.007	0.0064	183.9894	144.4784	-1.4312	-1.2774	273.0372	201.2494	906	640	0.0067	0.0023	10	10	327414443	Spain
CHR7	CHR7	27925004	0	0.0082	0.0072	353.3583	273.2028	-1.3481	-1.0988	512.9071	362.5949	1734	1179	0.0076	0.0041	10	10	327439439	Spain
CHR7	CHR7	27950001	0	0.0089	0.008	407.7569	331.846	-1.3868	-1.2255	599.5748	457.6262	2027	1488	0.0084	0.0036	10	10	327464436	Spain
CHR7	CHR7	27975000	0.004	0.008	0.008	358.8048	303.9433	-1.4198	-1.2747	533.6127	425.6415	1804	1384	0.0081	0.0034	10	10	327489435	Spain
CHR7	CHR7	27999998	0.0182	0.0086	0.0097	380.6983	347.2381	-1.2641	-0.9554	537.458	441.9414	1817	1437	0.0095	0.0058	10	10	327514433	Spain
CHR7	CHR7	28024994	0.0194	0.0067	0.0082	339.9937	379.6599	-1.1978	-1.3009	474.0912	542.4865	1657	1834	0.0077	0.0046	10	10	327539429	Spain
CHR7	CHR7	28049999	0.0091	0.0038	0.0054	194.2381	267.39	-1.4735	-1.9037	299.6274	481.458	1063	1656	0.0047	0.0034	10	10	327564434	Spain
CHR7	CHR7	28075007	0.0101	0.0051	0.0071	247.3077	322.4812	-1.4366	-1.2469	376.2959	455.001	1335	1565	0.0062	0.0047	10	10	327589442	Spain
CHR7	CHR7	28099994	0.0114	0.0064	0.0082	292.5416	337.113	-1.2276	-0.8024	412.0044	414.8795	1440	1427	0.0075	0.0048	10	10	327614429	Spain
CHR7	CHR7	28125003	0.0216	0.0077	0.0093	354.4847	374.9685	-1.132	-0.787	483.8191	458.1852	1691	1549	0.0089	0.0048	10	10	327639438	Spain
CHR7	CHR7	28149996	0.0233	0.007	0.0093	352.302	402.2336	-1.219	-0.9154	494.6914	509.9492	1729	1724	0.0085	0.0057	10	10	327664431	Spain
CHR7	CHR7	28175001	0.0223	0.0081	0.011	424.535	533.1093	-0.6351	-0.2347	500.3186	564.0269	1775	1940	0.0099	0.0067	10	10	327689436	Spain
CHR7	CHR7	28200001	0.0264	0.0086	0.0115	394.9123	478.8802	-0.7263	0.1399	476.6662	463.7231	1666	1595	0.0106	0.0064	10	10	327714436	Spain
CHR7	CHR7	28224994	0.0135	0.0042	0.0044	195.3616	186.7489	-1.5313	-0.5941	306.1422	216.8887	1070	746	0.0044	0.0028	10	10	327739429	Spain
CHR7	CHR7	28250004	0.0184	0.0052	0.006	271.4115	278.0649	-1.2562	-0.1072	387.5707	285.2115	1375	981	0.0058	0.0042	10	10	327764439	Spain
CHR7	CHR7	28274999	0.0199	0.0066	0.0075	347.2554	367.2507	-1.0697	-0.2272	466.2123	387.8411	1654	1334	0.0073	0.0042	10	10	327789434	Spain
CHR7	CHR7	28300004	0.0143	0.0075	0.008	381.7156	393.0052	-0.831	0.0344	476.0778	389.8763	1689	1341	0.008	0.0047	10	10	327814439	Spain
CHR7	CHR7	28324998	0.0045	0.0096	0.0087	487.9047	425.8759	-0.4109	0.2697	540.9078	400.6335	1919	1378	0.0092	0.0047	10	10	327839433	Spain
CHR7	CHR7	28350002	0.0108	0.0094	0.0092	458.7533	442.9985	-0.7877	0.019	564.8667	441.0457	2004	1517	0.0095	0.0046	10	10	327864437	Spain
CHR7	CHR7	28375002	0.0521	0.0108	0.018	468.7265	753.0149	-1.3013	0.538	679.5876	668.9824	2411	2301	0.016	0.0105	10	10	327889437	Spain
CHR7	CHR7	28400003	0.0427	0.0124	0.0183	556.5271	829.1448	-1.208	0.3258	781.6244	769.9333	2773	2691	0.0167	0.0094	10	10	327914438	Spain
CHR7	CHR7	28425002	0.0179	0.0114	0.0145	467.3651	547.9103	-1.177	-0.1711	647.1903	570.7138	2262	1963	0.0134	0.0069	10	10	327939437	Spain
CHR7	CHR7	28449997	0.0284	0.0156	0.0221	346.6371	390.6963	-0.773	0.3136	423.0201	364.6523	1455	1210	0.0199	0.0103	10	10	327964432	Spain
CHR7	CHR7	28473415	0.0326	0.0179	0.0233	190.4457	181.1427	-0.2979	0.4217	204.3259	165.4589	678	538	0.0219	0.0047	10	10	327987850	Spain
CHR7	CHR7	28494872	0.0055	0.0074	0.0114	59.1411	51.4202	-0.6104	-0.5306	68.92	58.4334	233	190	0.0095	0.004	10	10	328009307	Spain
CHR7	CHR7	28523287	0.0209	0.0067	0.0156	14.2266	23.0219	-0.6676	-0.331	16.8765	24.9111	56	81	0.0116	0.0033	10	10	328037722	Spain
CHR7	CHR7	28550815	0.0645	0.0018	0.0001	1.2503	0.0	-2.1823	NA	3.0137	0.0	10	0	0.0011	NA	10	10	328065250	Spain
CHR7	CHR7	28581662	0.0205	0.0069	0.0106	52.7161	42.9522	-0.9093	0.477	66.8495	38.7506	226	126	0.0091	0.0014	10	10	328096097	Spain
CHR7	CHR7	28600485	0.0153	0.0056	0.0074	80.4657	50.9125	-1.1512	0.2305	109.7396	48.4256	371	154	0.0067	0.001	10	10	328114920	Spain
CHR7	CHR7	28625488	0	0.0038	0.0025	105.1081	65.0596	-1.8003	-0.5624	183.1131	74.8359	640	253	0.0031	0.0017	10	10	328139923	Spain
CHR7	CHR7	28650547	0.0074	0.0044	0.0029	198.7088	141.8752	-1.763	-0.6661	343.0353	167.7153	1217	567	0.0037	0.0018	10	10	328164982	Spain
CHR7	CHR7	28674998	0.0012	0.0052	0.0035	262.1452	188.3979	-1.622	-0.9416	427.5962	240.7765	1517	814	0.0044	0.0025	10	10	328189433	Spain
CHR7	CHR7	28700006	0	0.0068	0.0051	352.6723	245.6067	-1.351	-0.9447	517.8667	314.1334	1810	1062	0.0059	0.0041	10	10	328214441	Spain
CHR7	CHR7	28724999	0	0.0089	0.0074	435.3584	346.2902	-1.2462	-0.6651	614.0334	409.0834	2112	1383	0.0081	0.0049	10	10	328239434	Spain
CHR7	CHR7	28750001	0	0.009	0.0081	449.5867	430.2907	-1.1126	-0.3964	611.9389	474.1896	2171	1631	0.0085	0.0047	10	10	328264436	Spain
CHR7	CHR7	28774999	0.0166	0.01	0.0108	479.2933	502.0571	-1.0539	-0.0997	638.0346	514.0204	2230	1768	0.0108	0.0061	10	10	328289434	Spain
CHR7	CHR7	28800001	0.0111	0.0124	0.0139	584.5569	627.1283	-1.0117	-0.142	767.9305	648.6309	2684	2231	0.0134	0.0086	10	10	328314436	Spain
CHR7	CHR7	28824787	0	0.0118	0.0121	553.0837	547.5182	-1.0386	-0.2821	735.1159	586.1228	2608	2016	0.0119	0.0079	10	10	328339222	Spain
CHR7	CHR7	28850111	0	0.0086	0.0076	405.4052	344.7385	-1.1097	-0.3377	549.3392	373.8839	1920	1264	0.0081	0.0049	10	10	328364546	Spain
CHR7	CHR7	28874997	0	0.0072	0.0057	364.8834	302.3396	-1.131	-0.4478	497.8387	337.2054	1740	1140	0.0064	0.0046	10	10	328389432	Spain
CHR7	CHR7	28900000	0.0208	0.0066	0.0067	315.1936	316.1845	-1.489	-0.5113	486.108	358.5026	1699	1212	0.0069	0.0051	10	10	328414435	Spain
CHR7	CHR7	28925001	0.0263	0.008	0.0091	346.6818	362.0512	-1.4386	-0.5366	525.0195	413.2245	1835	1397	0.009	0.0065	10	10	328439436	Spain
CHR7	CHR7	28950002	0.0123	0.0093	0.009	405.9603	378.2594	-1.1377	-0.7379	555.0615	457.0362	1940	1572	0.0094	0.0068	10	10	328464437	Spain
CHR7	CHR7	28974997	0.0116	0.0091	0.0089	430.9449	428.4625	-0.9439	-0.8272	556.1287	532.4585	1973	1861	0.0092	0.0071	10	10	328489432	Spain
CHR7	CHR7	28999998	0.0098	0.0087	0.0089	429.8887	446.9035	-1.0429	-0.7467	572.1953	543.7265	2030	1929	0.009	0.0066	10	10	328514433	Spain
CHR7	CHR7	29025003	0.008	0.0083	0.0085	406.0513	410.2027	-1.3942	-1.1038	608.2746	554.7754	2158	1939	0.0085	0.0063	10	10	328539438	Spain
CHR7	CHR7	29048969	0.0169	0.0107	0.01	455.2694	408.5305	-1.2549	-1.1888	646.9042	567.9367	2261	1985	0.0107	0.0074	10	10	328563404	Spain
