individual_ID,sex,age_days_post_moult,body_mass_g,autotomy_regime,personality_category,personality_PC1_pre,personality_PC1_post,autotomy_latency_s,autotomy_censored,autotomy_occurred,sham_pinch_duration_s,timepoint,trial,OFT_latency_first_move_s,OFT_total_distance_cm,OFT_time_exposed_zone_s,OFT_time_central_zone_s,OFT_freezing_bouts_n,PCRT_latency_resume_s,PCRT_total_freeze_duration_s,PCRT_shelter_seeking_latency_s
GB103,M,7,1.26,sham,Intermediate,0.302,0.42,,,,9.9,post,2,8.8,330,279,94,1,51.3,49.2,145.8
GB103,M,7,1.26,sham,Intermediate,0.302,0.42,,,,9.9,post,3,10.2,1124,283,84,2,42.1,43.4,178.6
GB104,M,9,1.07,sham,Bold,1.547,1.513,,,,5.8,pre,1,1.4,2000,343,154,7,2.1,11.6,96.6
GB104,M,9,1.07,sham,Bold,1.547,1.513,,,,5.8,pre,2,2.4,1653,394,124,1,1.7,9.5,79.5
GB104,M,9,1.07,sham,Bold,1.547,1.513,,,,5.8,pre,3,2.3,2000,367,169,5,2.3,17.4,110.4
GB104,M,9,1.07,sham,Bold,1.547,1.513,,,,5.8,post,1,6.8,1485,357,132,0,7.8,23.0,300.0
GB104,M,9,1.07,sham,Bold,1.547,1.513,,,,5.8,post,2,7.1,1116,366,161,1,13.2,15.0,226.7
GB104,M,9,1.07,sham,Bold,1.547,1.513,,,,5.8,post,3,2.3,1299,346,150,12,22.9,39.5,300.0
GB105,F,16,1.09,autotomy,Bold,1.579,0.546,3.5,False,True,,pre,1,25.9,2000,386,166,4,3.2,5.7,300.0
GB105,F,16,1.09,autotomy,Bold,1.579,0.546,3.5,False,True,,pre,2,8.8,1357,361,158,3,3.1,6.4,300.0
GB105,F,16,1.09,autotomy,Bold,1.579,0.546,3.5,False,True,,pre,3,14.2,1156,329,143,4,3.7,8.4,300.0
GB105,F,16,1.09,autotomy,Bold,1.579,0.546,3.5,False,True,,post,1,13.9,806,232,123,11,6.1,69.3,135.0
GB105,F,16,1.09,autotomy,Bold,1.579,0.546,3.5,False,True,,post,2,15.4,964,178,144,2,4.4,35.1,298.4
GB105,F,16,1.09,autotomy,Bold,1.579,0.546,3.5,False,True,,post,3,23.6,2000,221,120,3,6.2,40.3,117.2
GB106,F,18,0.94,autotomy,Bold,2.086,0.776,2.6,False,True,,pre,1,1.6,567,394,175,4,7.2,4.4,300.0
GB106,F,18,0.94,autotomy,Bold,2.086,0.776,2.6,False,True,,pre,2,2.5,1403,423,145,0,4.4,3.2,300.0
GB106,F,18,0.94,autotomy,Bold,2.086,0.776,2.6,False,True,,pre,3,1.4,1044,424,155,1,3.7,8.2,300.0
GB106,F,18,0.94,autotomy,Bold,2.086,0.776,2.6,False,True,,post,1,5.6,697,246,108,1,9.0,19.8,269.3
GB106,F,18,0.94,autotomy,Bold,2.086,0.776,2.6,False,True,,post,2,6.8,602,275,82,2,9.0,13.0,235.5
GB106,F,18,0.94,autotomy,Bold,2.086,0.776,2.6,False,True,,post,3,10.2,495,262,98,8,11.7,33.8,205.2
GB107,F,14,1.27,sham,Shy,-1.423,-1.585,,,,26.0,pre,1,198.9,80,65,0,20,106.4,31.8,18.7
GB107,F,14,1.27,sham,Shy,-1.423,-1.585,,,,26.0,pre,2,379.8,115,46,0,48,97.5,33.2,34.8
GB107,F,14,1.27,sham,Shy,-1.423,-1.585,,,,26.0,pre,3,331.8,70,53,0,33,94.1,28.9,10.9
GB107,F,14,1.27,sham,Shy,-1.423,-1.585,,,,26.0,post,1,221.3,288,60,1,15,56.1,205.0,14.7
GB107,F,14,1.27,sham,Shy,-1.423,-1.585,,,,26.0,post,2,193.7,204,60,0,13,57.0,295.0,9.3
GB107,F,14,1.27,sham,Shy,-1.423,-1.585,,,,26.0,post,3,331.0,194,49,0,27,89.2,295.0,26.4
GB108,F,21,0.98,autotomy,Shy,-1.036,-1.466,30.0,True,False,,pre,1,117.0,242,183,50,39,37.5,50.9,32.7
GB108,F,21,0.98,autotomy,Shy,-1.036,-1.466,30.0,True,False,,pre,2,98.3,243,178,60,59,16.6,121.7,33.2
GB108,F,21,0.98,autotomy,Shy,-1.036,-1.466,30.0,True,False,,pre,3,78.5,184,156,69,59,43.6,105.5,27.0
GB108,F,21,0.98,autotomy,Shy,-1.036,-1.466,30.0,True,False,,post,1,75.5,432,127,15,50,126.6,222.3,13.8
GB108,F,21,0.98,autotomy,Shy,-1.036,-1.466,30.0,True,False,,post,2,76.2,320,91,19,60,142.2,165.6,38.9
GB108,F,21,0.98,autotomy,Shy,-1.036,-1.466,30.0,True,False,,post,3,114.8,350,76,3,54,43.3,90.2,11.6
GB109,F,17,1.01,autotomy,Intermediate,0.326,-0.267,24.6,False,True,,pre,1,10.9,239,210,95,6,25.8,11.1,83.8
GB109,F,17,1.01,autotomy,Intermediate,0.326,-0.267,24.6,False,True,,pre,2,12.2,497,213,72,16,21.8,11.6,74.9
GB109,F,17,1.01,autotomy,Intermediate,0.326,-0.267,24.6,False,True,,pre,3,7.6,392,222,55,13,13.7,16.6,86.7
GB109,F,17,1.01,autotomy,Intermediate,0.326,-0.267,24.6,False,True,,post,1,30.4,433,149,58,35,54.6,45.5,117.0
GB109,F,17,1.01,autotomy,Intermediate,0.326,-0.267,24.6,False,True,,post,2,50.3,436,161,64,47,22.8,104.1,96.2
GB109,F,17,1.01,autotomy,Intermediate,0.326,-0.267,24.6,False,True,,post,3,50.0,314,170,39,27,39.7,33.6,207.8
GB110,F,12,1.25,sham,Bold,0.94,0.996,,,,12.8,pre,1,19.1,1178,318,122,7,11.0,17.5,69.9
GB110,F,12,1.25,sham,Bold,0.94,0.996,,,,12.8,pre,2,16.8,2000,281,128,3,7.9,29.7,237.4
GB110,F,12,1.25,sham,Bold,0.94,0.996,,,,12.8,pre,3,7.2,1929,319,124,10,4.0,17.4,95.0
GB110,F,12,1.25,sham,Bold,0.94,0.996,,,,12.8,post,1,4.4,1084,240,111,4,6.6,17.4,300.0
GB110,F,12,1.25,sham,Bold,0.94,0.996,,,,12.8,post,2,5.9,645,258,103,3,5.1,15.7,300.0
GB110,F,12,1.25,sham,Bold,0.94,0.996,,,,12.8,post,3,4.0,1277,271,80,3,2.6,14.9,300.0
GB111,F,14,1.16,sham,Intermediate,0.089,-0.02,,,,26.0,pre,1,52.5,258,162,85,9,24.7,53.3,100.7
GB111,F,14,1.16,sham,Intermediate,0.089,-0.02,,,,26.0,pre,2,25.8,314,174,87,15,35.3,35.1,149.5
GB111,F,14,1.16,sham,Intermediate,0.089,-0.02,,,,26.0,pre,3,64.6,301,171,76,21,22.1,45.9,47.1
GB111,F,14,1.16,sham,Intermediate,0.089,-0.02,,,,26.0,post,1,29.9,1104,247,48,16,10.9,22.2,57.6
GB111,F,14,1.16,sham,Intermediate,0.089,-0.02,,,,26.0,post,2,31.6,635,240,68,3,9.9,55.9,128.6
GB111,F,14,1.16,sham,Intermediate,0.089,-0.02,,,,26.0,post,3,11.4,939,209,77,13,13.9,39.2,70.3
GB112,F,15,1.08,sham,Shy,-1.538,-1.475,,,,26.0,pre,1,160.3,235,10,5,36,78.7,113.5,34.4
GB112,F,15,1.08,sham,Shy,-1.538,-1.475,,,,26.0,pre,2,127.7,143,63,7,62,85.3,278.0,19.1
GB112,F,15,1.08,sham,Shy,-1.538,-1.475,,,,26.0,pre,3,206.8,199,51,8,61,70.0,146.0,10.5
GB112,F,15,1.08,sham,Shy,-1.538,-1.475,,,,26.0,post,1,176.5,480,66,0,30,55.8,61.1,10.4
GB112,F,15,1.08,sham,Shy,-1.538,-1.475,,,,26.0,post,2,126.1,363,62,2,27,139.8,153.3,9.7
GB112,F,15,1.08,sham,Shy,-1.538,-1.475,,,,26.0,post,3,125.8,343,65,0,35,130.3,191.1,19.6
GB113,M,10,1.16,sham,Intermediate,0.397,0.488,,,,7.2,pre,1,16.5,710,191,110,8,18.9,44.9,60.0
GB113,M,10,1.16,sham,Intermediate,0.397,0.488,,,,7.2,pre,2,14.3,699,229,105,18,10.0,38.0,126.8
GB113,M,10,1.16,sham,Intermediate,0.397,0.488,,,,7.2,pre,3,18.7,1184,246,84,20,6.8,68.4,57.9
GB113,M,10,1.16,sham,Intermediate,0.397,0.488,,,,7.2,post,1,7.7,620,148,105,12,10.6,43.8,121.5
GB113,M,10,1.16,sham,Intermediate,0.397,0.488,,,,7.2,post,2,17.4,516,170,98,20,13.6,45.5,163.9
GB113,M,10,1.16,sham,Intermediate,0.397,0.488,,,,7.2,post,3,7.5,364,165,93,16,7.3,22.9,151.9
GB114,F,7,1.12,sham,Intermediate,-0.094,-0.165,,,,21.0,pre,1,79.5,622,229,87,58,10.6,33.0,47.0
GB114,F,7,1.12,sham,Intermediate,-0.094,-0.165,,,,21.0,pre,2,49.7,498,259,116,63,21.4,38.9,40.7
GB114,F,7,1.12,sham,Intermediate,-0.094,-0.165,,,,21.0,pre,3,45.3,631,267,82,32,16.1,53.0,64.8
GB114,F,7,1.12,sham,Intermediate,-0.094,-0.165,,,,21.0,post,1,55.4,198,162,45,15,20.6,44.5,159.7
GB114,F,7,1.12,sham,Intermediate,-0.094,-0.165,,,,21.0,post,2,87.5,309,185,65,1,15.8,70.7,89.5
GB114,F,7,1.12,sham,Intermediate,-0.094,-0.165,,,,21.0,post,3,33.0,347,183,62,8,15.0,40.8,193.2
GB115,F,20,1.44,sham,Intermediate,-0.106,0.11,,,,26.0,pre,1,56.6,401,179,64,24,13.5,75.7,40.0
GB115,F,20,1.44,sham,Intermediate,-0.106,0.11,,,,26.0,pre,2,62.8,633,149,57,7,8.5,104.9,101.0
GB115,F,20,1.44,sham,Intermediate,-0.106,0.11,,,,26.0,pre,3,56.1,312,188,48,14,9.5,35.9,56.2
GB115,F,20,1.44,sham,Intermediate,-0.106,0.11,,,,26.0,post,1,47.6,568,252,103,12,10.9,38.2,69.1
GB115,F,20,1.44,sham,Intermediate,-0.106,0.11,,,,26.0,post,2,60.0,486,216,79,6,9.7,35.5,82.7
GB115,F,20,1.44,sham,Intermediate,-0.106,0.11,,,,26.0,post,3,50.5,809,188,100,3,13.8,30.9,26.3
GB116,F,7,1.09,autotomy,Shy,-2.178,-2.39,30.0,True,False,,pre,1,472.8,69,10,0,56,167.1,295.0,10.2
GB116,F,7,1.09,autotomy,Shy,-2.178,-2.39,30.0,True,False,,pre,2,371.7,100,17,0,56,108.2,295.0,10.1
GB116,F,7,1.09,autotomy,Shy,-2.178,-2.39,30.0,True,False,,pre,3,560.5,81,10,0,57,182.8,295.0,8.3
GB116,F,7,1.09,autotomy,Shy,-2.178,-2.39,30.0,True,False,,post,1,598.0,120,10,0,61,103.0,295.0,2.3
GB116,F,7,1.09,autotomy,Shy,-2.178,-2.39,30.0,True,False,,post,2,598.0,73,10,0,66,119.1,295.0,3.1
GB116,F,7,1.09,autotomy,Shy,-2.178,-2.39,30.0,True,False,,post,3,598.0,88,10,0,61,181.3,171.6,6.9
GB117,M,16,1.04,autotomy,Bold,0.697,0.067,6.0,False,True,,pre,1,12.8,1320,300,85,3,4.1,23.6,300.0
GB117,M,16,1.04,autotomy,Bold,0.697,0.067,6.0,False,True,,pre,2,7.4,1015,270,62,6,5.7,24.9,209.4
GB117,M,16,1.04,autotomy,Bold,0.697,0.067,6.0,False,True,,pre,3,18.2,1178,278,98,3,6.2,37.4,225.6
GB117,M,16,1.04,autotomy,Bold,0.697,0.067,6.0,False,True,,post,1,13.2,734,213,62,18,8.3,29.1,58.8
GB117,M,16,1.04,autotomy,Bold,0.697,0.067,6.0,False,True,,post,2,10.8,1029,190,89,11,8.2,42.9,78.0
GB117,M,16,1.04,autotomy,Bold,0.697,0.067,6.0,False,True,,post,3,17.2,1060,211,99,6,28.9,68.1,64.5
GB118,F,10,1.12,sham,Intermediate,0.245,0.077,,,,11.6,pre,1,24.5,1235,216,107,13,15.6,19.9,54.1
GB118,F,10,1.12,sham,Intermediate,0.245,0.077,,,,11.6,pre,2,33.7,1137,208,118,8,11.4,16.4,31.6
GB118,F,10,1.12,sham,Intermediate,0.245,0.077,,,,11.6,pre,3,41.5,988,258,94,15,13.8,15.0,76.9
GB118,F,10,1.12,sham,Intermediate,0.245,0.077,,,,11.6,post,1,36.1,535,216,65,15,28.2,88.1,131.0
GB118,F,10,1.12,sham,Intermediate,0.245,0.077,,,,11.6,post,2,21.4,396,239,61,12,13.2,115.5,100.2
GB118,F,10,1.12,sham,Intermediate,0.245,0.077,,,,11.6,post,3,20.0,1055,280,83,4,8.6,65.1,72.7
GB119,M,18,1.19,sham,Bold,1.695,1.829,,,,2.1,pre,1,4.3,1812,330,180,5,2.6,4.4,207.4
GB119,M,18,1.19,sham,Bold,1.695,1.829,,,,2.1,pre,2,3.3,2000,334,161,3,5.9,2.7,174.9
GB119,M,18,1.19,sham,Bold,1.695,1.829,,,,2.1,pre,3,4.1,2000,335,173,8,6.5,2.8,214.1
GB119,M,18,1.19,sham,Bold,1.695,1.829,,,,2.1,post,1,3.6,2000,396,153,1,3.6,10.4,129.9
GB119,M,18,1.19,sham,Bold,1.695,1.829,,,,2.1,post,2,4.2,2000,389,134,1,3.0,4.9,134.6
GB119,M,18,1.19,sham,Bold,1.695,1.829,,,,2.1,post,3,3.8,1992,396,127,0,9.1,10.5,300.0
GB120,F,20,1.26,autotomy,Intermediate,0.025,-0.203,30.0,True,False,,pre,1,32.5,185,160,79,2,9.9,37.1,73.6
GB120,F,20,1.26,autotomy,Intermediate,0.025,-0.203,30.0,True,False,,pre,2,35.3,250,131,54,6,17.3,104.6,99.8
GB120,F,20,1.26,autotomy,Intermediate,0.025,-0.203,30.0,True,False,,pre,3,31.8,397,153,73,4,11.3,42.6,104.3
GB120,F,20,1.26,autotomy,Intermediate,0.025,-0.203,30.0,True,False,,post,1,36.1,1372,114,48,27,44.1,42.5,31.4
GB120,F,20,1.26,autotomy,Intermediate,0.025,-0.203,30.0,True,False,,post,2,40.5,1055,109,52,12,32.0,90.2,58.8
GB120,F,20,1.26,autotomy,Intermediate,0.025,-0.203,30.0,True,False,,post,3,23.2,987,162,65,39,42.4,49.5,47.9
